Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;101;13,23652;1;7;Odd;Left;Left;10,57872
2;101;1,363423;1;1;Odd;Left;Left;0,3021975
3;101;0,8374578;1;3;Odd;Left;Left;0,3571671
4;101;0,8886263;1;6;Even;Right;Right;0,3583878
5;101;0,8355938;1;2;Even;Right;Right;0,355056
6;101;1,871573;1;4;Even;Right;Right;1,200273
7;101;1,016706;1;9;Odd;Left;Left;0,323328
8;101;1,005605;1;8;Even;Right;Right;0,3907443
10;101;1,439526;1;3;Odd;Left;Left;0,3456873
11;101;1,011464;1;8;Even;Right;Right;0,3530006
12;101;1,317609;1;1;Odd;Left;Left;0,4437955
13;101;1,039091;1;7;Odd;Left;Left;0,3471335
14;101;1,061728;1;6;Even;Right;Right;0,3691923
15;101;0,9728156;1;9;Odd;Left;Left;0,3361055
16;101;1,194511;1;4;Even;Right;Right;0,3348948
17;101;0,9373845;1;2;Even;Right;Right;0,3810344
19;101;0,7900822;1;9;Odd;Left;Left;0,3089951
20;101;1,921085;1;4;Even;Right;Right;0,9167389
21;101;0,9615672;1;8;Even;Right;Right;0,3248481
22;101;0,8155508;1;2;Even;Right;Right;0,3574936
23;101;1,039352;1;3;Odd;Left;Left;0,3789624
24;101;0,9626852;1;6;Even;Right;Right;0,3790952
25;101;1,116412;1;1;Odd;Left;Left;0,4030334
26;101;3,773128;1;7;Odd;Left;Left;2,76865
28;101;0,9155088;1;3;Odd;Left;Left;0,3811172
29;101;1,09286;1;7;Odd;Left;Left;0,5019064
30;101;0,9932942;1;8;Even;Right;Right;0,3366032
31;101;1,629645;1;1;Odd;Left;Left;1,068528
32;101;1,510831;1;6;Even;Right;Right;1,499426
33;101;0,9163519;1;4;Even;Right;Right;0,3386472
34;101;0,748663;1;2;Even;Right;Right;0,3354131
35;101;0,8613275;1;9;Odd;Left;Left;0,8504272
37;101;1,923235;1;7;Odd;Left;Left;1,912287
38;101;1,581656;1;8;Even;Right;Right;1,047127
39;101;1,677499;1;6;Even;Right;Right;0,7167144
40;101;0,807144;1;4;Even;Right;Right;0,3240907
41;101;0,9484016;1;3;Odd;Left;Left;0,4287261
42;101;1,774954;1;2;Even;Right;Right;1,116148
43;101;1,015108;1;9;Odd;Left;Left;0,3590624
44;101;0,9049239;1;1;Odd;Left;Left;0,4023018
46;101;0,9367648;1;1;Odd;Left;Left;0,4226937
47;101;1,038801;1;3;Odd;Left;Left;0,3797899
48;101;0,8052926;1;9;Odd;Left;Left;0,3831249
49;101;0,8608471;1;7;Odd;Left;Left;0,4363853
50;101;0,9727752;1;2;Even;Right;Right;0,4156624
51;101;1,039291;1;4;Even;Right;Right;0,4196852
52;101;0,949721;1;6;Even;Right;Right;0,4365715
53;101;0,8608797;1;8;Even;Right;Right;0,4009679
55;101;1,174225;1;9;Odd;Left;Left;0,3936051
56;101;0,9365671;1;4;Even;Right;Right;0,3796391
57;101;0,9237266;1;2;Even;Right;Right;0,3889237
58;101;0,8817816;1;3;Odd;Left;Left;0,4245907
59;101;0,928381;1;8;Even;Right;Right;0,4021591
60;101;1,025765;1;7;Odd;Left;Left;0,4400706
61;101;1,608142;1;6;Even;Right;Right;1,597924
62;101;0,9157839;1;1;Odd;Left;Left;0,4247052
