Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;04;3,289786;2;8;Even;Left;Right;0,6194539
2;04;1,562591;2;4;Even;Left;Left;0,2582262
3;04;1,217836;2;3;Odd;Right;Right;0,4144238
4;04;1,463252;2;2;Even;Left;Left;0,3261056
5;04;1,295832;2;6;Even;Left;Left;0,3578998
6;04;1,293028;2;1;Odd;Right;Right;0,3852904
7;04;1,363208;2;7;Odd;Right;Right;0,3813079
8;04;2,055533;2;9;Odd;Right;Right;1,175528
10;04;1,036664;2;2;Even;Left;Left;0,3107948
11;04;2,021064;2;9;Odd;Right;Right;0,9263151
12;04;1,138752;2;1;Odd;Right;Right;0,4224374
13;04;3,898122;2;3;Odd;Right;Right;3,083577
14;04;1,09345;2;8;Even;Left;Left;0,3035813
15;04;2,179425;2;4;Even;Left;Left;1,175348
16;04;1,017393;2;7;Odd;Right;Right;0,2678767
17;04;2,156656;2;6;Even;Left;Right;1,273795
19;04;1,142517;2;4;Even;Left;Left;0,2692251
20;04;1,171902;2;8;Even;Left;Left;0,3580311
21;04;1,184312;2;2;Even;Left;Left;0,3844531
22;04;1,149654;2;3;Odd;Right;Right;0,3457363
23;04;2,469393;2;9;Odd;Right;Right;0,5254142
24;04;1,083977;2;6;Even;Left;Left;0,2569012
25;04;2,079;2;7;Odd;Right;Right;1,174755
26;04;1,685293;2;1;Odd;Right;Right;0,4022781
28;04;1,754982;2;2;Even;Left;Left;0,3465407
29;04;2,176599;2;9;Odd;Right;Right;0,6142244
30;04;1,307459;2;6;Even;Left;Left;0,446703
31;04;1,934341;2;4;Even;Left;Left;0,4372467
32;04;1,707017;2;1;Odd;Right;Right;0,7908193
33;04;1,463287;2;8;Even;Left;Left;0,3676705
34;04;1,790007;2;7;Odd;Right;Right;0,4492434
35;04;1,248876;2;3;Odd;Right;Left;0,4494662
37;04;1,328631;2;6;Even;Left;Left;0,4149517
38;04;1,610059;2;4;Even;Left;Left;0,437071
39;04;1,570268;2;1;Odd;Right;Right;0,4877419
40;04;1,867319;2;7;Odd;Right;Right;0,4125768
41;04;1,853807;2;2;Even;Left;Left;0,4129492
42;04;2,579233;2;3;Odd;Right;Right;1,341932
43;04;1,137219;2;8;Even;Left;Left;0,4013973
44;04;3,125533;2;9;Odd;Right;Right;1,159816
46;04;1,718695;2;8;Even;Left;Left;0,456923
47;04;1,177528;2;4;Even;Left;Left;0,4230131
48;04;1,932647;2;7;Odd;Right;Right;1,093671
49;04;1,216966;2;9;Odd;Right;Right;0,4026862
50;04;1,817203;2;1;Odd;Right;Right;1,058943
51;04;1,473826;2;2;Even;Left;Left;0,2783927
52;04;1,896805;2;6;Even;Left;Left;0,9707699
53;04;1,885233;2;3;Odd;Right;Right;0,9252698
55;04;1,295711;2;1;Odd;Right;Right;0,538632
