Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;26;1,138255;2;7;Odd;Right;Right;0,1970376
2;26;0,8592795;2;3;Odd;Right;Right;0,1903486
3;26;1,000619;2;4;Even;Left;Left;0,2737875
4;26;0,7578369;2;8;Even;Left;Left;0,200011
5;26;0,7597184;2;1;Odd;Right;Right;0,123014
6;26;0,6590023;2;2;Even;Left;Left;0,1781771
7;26;0,8050892;2;9;Odd;Right;Right;0,134648
8;26;0,8821849;2;6;Even;Left;Right;0,2015311
10;26;1,10919;2;6;Even;Left;Left;0,1916611
11;26;2,633013;2;2;Even;Left;Left;1,896544
12;26;1,362695;2;7;Odd;Right;Right;0,2450477
13;26;1,083546;2;4;Even;Left;Left;0,232503
14;26;1,518818;2;8;Even;Left;Left;0,2255147
15;26;0,9955445;2;1;Odd;Right;Right;0,257201
16;26;0,9724218;2;9;Odd;Right;Left;0,3013577
17;26;1,162097;2;3;Odd;Right;Right;0,2596436
19;26;1,007815;2;1;Odd;Right;Right;0,2478552
20;26;0,9594278;2;7;Odd;Right;Right;0,2789218
21;26;1,508635;2;9;Odd;Right;Right;0,3012816
22;26;1,117388;2;8;Even;Left;Left;0,2569922
23;26;0,7616125;2;4;Even;Left;Left;0,2578179
24;26;1,563995;2;6;Even;Left;Left;1,026743
25;26;0,9366847;2;3;Odd;Right;Right;0,2222115
26;26;0,9948298;2;2;Even;Left;Left;0,2560706
28;26;0,8719282;2;1;Odd;Right;Right;0,2351991
29;26;1,02882;2;3;Odd;Right;Left;0,2797872
30;26;0,9403502;2;2;Even;Left;Right;0,2461024
31;26;0,9683272;2;8;Even;Left;Left;0,2456775
32;26;1,052985;2;9;Odd;Right;Right;0,235076
33;26;1,151896;2;7;Odd;Right;Right;0,3576908
34;26;0,8949365;2;6;Even;Left;Left;0,1997121
35;26;0,897361;2;4;Even;Left;Left;0,2349513
37;26;0,895656;2;3;Odd;Right;Right;0,1241167
38;26;0,8936852;2;8;Even;Left;Left;0,1106613
39;26;0,7818029;2;2;Even;Left;Left;0,2235158
40;26;1,618981;2;7;Odd;Right;Right;0,7262236
41;26;1,161171;2;4;Even;Left;Left;0,2113431
42;26;1,462506;2;6;Even;Left;Left;0,9377834
43;26;0,8926898;2;1;Odd;Right;Right;0,1641284
44;26;1,752552;2;9;Odd;Right;Right;0,1790186
46;26;0,8818462;2;4;Even;Left;Left;0,2236092
47;26;0,894992;2;7;Odd;Right;Right;0,2142025
48;26;1,24025;2;9;Odd;Right;Right;0,2248811
49;26;1,06448;2;1;Odd;Right;Right;0,2234225
50;26;0,9827405;2;8;Even;Left;Left;0,1560069
51;26;0,9832576;2;3;Odd;Right;Right;0,1780329
52;26;1,642979;2;6;Even;Left;Left;0,2457777
53;26;0,8380246;2;2;Even;Left;Left;0,1913345
55;26;0,8813151;2;7;Odd;Right;Right;0,2006264
56;26;1,048763;2;4;Even;Left;Left;0,232936
57;26;0,9156244;2;2;Even;Left;Left;0,2346838
58;26;1,564315;2;8;Even;Left;Left;0,8496569
59;26;0,8707268;2;6;Even;Left;Left;0,2562174
60;26;1,674704;2;1;Odd;Right;Right;0,8921034
61;26;1,038533;2;3;Odd;Right;Left;0,2447042
62;26;2,490334;2;9;Odd;Right;Left;1,239332
64;26;1,55283;2;9;Odd;Right;Right;0,1565857
65;26;0,9941989;2;6;Even;Left;Left;0,2122522
66;26;0,9252715;2;1;Odd;Right;Right;0,2321533
67;26;1,340894;2;8;Even;Left;Left;0,2122219
68;26;0,8462819;2;4;Even;Left;Left;0,2227028
69;26;0,8388523;2;7;Odd;Right;Right;0,2249734
70;26;1,551913;2;2;Even;Left;Left;0,1572052
71;26;0,7927787;2;3;Odd;Right;Right;0,2157998
73;26;0,8600522;2;3;Odd;Right;Right;0,2573032
74;26;0,724147;2;1;Odd;Right;Right;0,2006567
75;26;1,396165;2;6;Even;Left;Left;0,2793777
76;26;1,195397;2;8;Even;Left;Right;0,2224133
77;26;1,017716;2;4;Even;Left;Left;0,190815
78;26;2,20125;2;9;Odd;Right;Right;0,1458297
79;26;0,9943098;2;2;Even;Left;Left;0,2225015
80;26;0,9607099;2;7;Odd;Right;Right;0,2446169
82;26;1,920546;2;2;Even;Left;Left;0,8336685
83;26;0,9268194;2;8;Even;Left;Left;0,2005768
84;26;0,9388334;2;6;Even;Left;Left;0,2347336
85;26;0,7924482;2;1;Odd;Right;Right;0,2229652
86;26;1,028482;2;9;Odd;Right;Right;0,2126939
87;26;0,9922866;2;4;Even;Left;Left;0,2247885
88;26;0,891664;2;7;Odd;Right;Right;0,1664854
89;26;1,095105;2;3;Odd;Right;Right;0,2229744
91;26;0,8157416;2;1;Odd;Right;Right;0,2235058
92;26;1,429574;2;8;Even;Left;Left;0,8009561
93;26;0,9538468;2;7;Odd;Right;Right;0,2163827
94;26;0,9029688;2;3;Odd;Right;Right;0,2442263
95;26;0,9384571;2;2;Even;Left;Left;0,2339702
96;26;0,8932005;2;6;Even;Left;Left;0,2225559
97;26;1,171783;2;9;Odd;Right;Right;0,6125032
98;26;1,496638;2;4;Even;Left;Left;0,2454047
100;26;0,960605;2;2;Even;Left;Left;0,2111969
101;26;0,8333752;2;8;Even;Left;Left;0,1963164
102;26;1,373386;2;7;Odd;Right;Right;0,211588
103;26;1,216626;2;3;Odd;Right;Right;0,2011325
104;26;0,8375676;2;6;Even;Left;Left;0,2005547
105;26;0,8362551;2;4;Even;Left;Left;0,2572299
106;26;0,8374334;2;1;Odd;Right;Right;0,2010722
107;26;0,9847481;2;9;Odd;Right;Right;0,1566829
109;26;1,037168;2;8;Even;Left;Left;0,2561995
110;26;0,7830124;2;4;Even;Left;Left;0,1687741
111;26;0,9604352;2;3;Odd;Right;Right;0,2001688
112;26;1,037846;2;9;Odd;Right;Right;0,1672257
113;26;1,450665;2;7;Odd;Right;Right;0,5465468
114;26;0,882636;2;2;Even;Left;Left;0,2011238
115;26;0,9608292;2;6;Even;Left;Left;0,2357016
116;26;0,9273867;2;1;Odd;Right;Right;0,2794021
118;26;1,206455;2;2;Even;Left;Left;0,2463585
119;26;0,9630366;2;9;Odd;Right;Right;0,2376629
120;26;0,938301;2;1;Odd;Right;Right;0,2674745
121;26;0,9363643;2;3;Odd;Right;Right;0,2328191
122;26;0,98455;2;7;Odd;Right;Right;0,2481585
123;26;1,004373;2;8;Even;Left;Left;0,266636
124;26;1,004735;2;4;Even;Left;Left;0,2451792
125;26;0,7818906;2;6;Even;Left;Left;0,2571135
127;26;1,786745;2;6;Even;Left;Left;1,183894
128;26;1,379545;2;7;Odd;Right;Right;0,7543803
129;26;1,519458;2;1;Odd;Right;Right;0,200901
130;26;1,753902;2;2;Even;Left;Left;0,9173235
131;26;1,197633;2;3;Odd;Right;Right;0,2592481
132;26;1,004583;2;8;Even;Left;Left;0,254697
133;26;1,150107;2;9;Odd;Right;Right;0,1554621
134;26;1,944126;2;4;Even;Left;Left;0,2684647
Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;26;0,9920799;1;4;Even;Right;Right;0,2677773
2;26;1,037994;1;1;Odd;Left;Left;0,25709
3;26;1,496693;1;2;Even;Right;Right;0,3268483
4;26;1,294115;1;8;Even;Right;Right;0,3329338
5;26;1,037707;1;6;Even;Right;Right;0,3451359
6;26;2,468914;1;7;Odd;Left;Left;1,350256
7;26;1,130399;1;3;Odd;Left;Left;0,3466671
8;26;1,117365;1;9;Odd;Left;Left;0,3343939
10;26;3,550311;1;1;Odd;Left;Left;3,538881
11;26;1,25073;1;8;Even;Right;Right;0,3123306
12;26;1,058063;1;9;Odd;Left;Left;0,3106776
13;26;5,5302;1;2;Even;Right;Right;2,180683
14;26;1,204926;1;4;Even;Right;Left;0,3444709
15;26;1,218602;1;6;Even;Right;Right;0,3021344
16;26;2,815102;1;7;Odd;Left;Right;1,118644
17;26;1,776705;1;3;Odd;Left;Left;0,2121867
19;26;1,189301;1;1;Odd;Left;Left;0,3399558
20;26;2,166982;1;2;Even;Right;Right;1,385712
21;26;4,579176;1;9;Odd;Left;Right;0,280695
22;26;1,653124;1;7;Odd;Left;Left;0,3572508
23;26;1,229523;1;6;Even;Right;Right;0,3145853
24;26;0,8371027;1;8;Even;Right;Right;0,3361793
25;26;1,139733;1;3;Odd;Left;Left;0,3463808
26;26;1,116612;1;4;Even;Right;Right;0,3018405
28;26;0,8471327;1;4;Even;Right;Right;0,2436533
29;26;1,043274;1;9;Odd;Left;Left;0,306119
30;26;2,479536;1;2;Even;Right;Right;1,296226
31;26;1,295201;1;3;Odd;Left;Left;0,2788683
32;26;1,073081;1;1;Odd;Left;Left;0,3963228
33;26;1,407709;1;7;Odd;Left;Left;0,3580558
34;26;1,786958;1;8;Even;Right;Right;0,9497887
35;26;1,495969;1;6;Even;Right;Left;0,4019336
37;26;1,273415;1;8;Even;Right;Right;0,1231247
38;26;2,100648;1;9;Odd;Left;Left;0,2903557
39;26;1,083123;1;1;Odd;Left;Left;0,4244593
40;26;1,619581;1;4;Even;Right;Right;0,08962071
41;26;1,552309;1;3;Odd;Left;Right;0,4019533
42;26;1,252588;1;7;Odd;Left;Left;0,3364623
43;26;1,139202;1;2;Even;Right;Right;0,3021531
44;26;1,160979;1;6;Even;Right;Right;0,3233082
46;26;0,9269989;1;2;Even;Right;Right;0,346433
47;26;1,16105;1;7;Odd;Left;Left;0,3835531
48;26;1,329055;1;1;Odd;Left;Left;0,4362741
49;26;1,061718;1;3;Odd;Left;Left;0,4024101
50;26;1,061277;1;9;Odd;Left;Left;0,3917512
51;26;1,118139;1;4;Even;Right;Right;0,2813153
52;26;0,9051022;1;8;Even;Right;Right;0,3062391
53;26;1,038195;1;6;Even;Right;Right;0,3534326
55;26;1,246414;1;9;Odd;Left;Left;0,3212456
56;26;1,932637;1;8;Even;Right;Right;0,1886755
57;26;0,8813257;1;2;Even;Right;Right;0,2215104
58;26;0,9953195;1;1;Odd;Left;Left;0,2804446
59;26;0,9050811;1;4;Even;Right;Right;0,1780365
60;26;1,272963;1;6;Even;Right;Right;0,2818418
61;26;0,9393033;1;7;Odd;Left;Left;0,2689474
62;26;2,278008;1;3;Odd;Left;Right;0,364686
64;26;2,424784;1;9;Odd;Left;Left;1,698821
65;26;2,64721;1;1;Odd;Left;Left;1,932064
66;26;1,775791;1;7;Odd;Left;Left;0,436825
67;26;3,271841;1;6;Even;Right;Right;2,579921
68;26;0,9950535;1;2;Even;Right;Right;0,3227417
69;26;1,340599;1;4;Even;Right;Left;0,4011054
70;26;1,432564;1;8;Even;Right;Right;0,3099899
71;26;1,709281;1;3;Odd;Left;Left;0,7248452
73;26;1,016783;1;3;Odd;Left;Left;0,3240786
74;26;1,013474;1;4;Even;Right;Right;0,2772972
75;26;0,9938823;1;9;Odd;Left;Left;0,3598251
76;26;1,148671;1;7;Odd;Left;Right;0,3578225
77;26;1,09648;1;2;Even;Right;Left;0,3394372
78;26;1,23932;1;8;Even;Right;Right;0,3010758
79;26;0,7370674;1;6;Even;Right;Right;0,2794685
80;26;0,9369158;1;1;Odd;Left;Left;0,2790934
82;26;2,178328;1;9;Odd;Left;Right;1,439804
83;26;1,302234;1;3;Odd;Left;Left;0,2971965
84;26;1,03762;1;6;Even;Right;Right;0,4801597
85;26;0,9382741;1;1;Odd;Left;Left;0,278831
86;26;0,9936942;1;8;Even;Right;Right;0,2790204
87;26;1,094627;1;2;Even;Right;Right;0,2567049
