Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;10;1,139026;2;9;Odd;Right;Right;0,2903249
2;10;0,9128349;2;1;Odd;Right;Right;0,3018126
3;10;0,8133804;2;4;Even;Left;Left;0,2810069
4;10;0,7479193;2;2;Even;Left;Left;0,3373073
5;10;0,8126752;2;8;Even;Left;Left;0,3123241
6;10;0,8712158;2;3;Odd;Right;Right;0,3051373
7;10;0,9756576;2;7;Odd;Right;Right;0,3188168
8;10;0,8151662;2;6;Even;Left;Left;0,2565165
10;10;0,9600964;2;1;Odd;Right;Right;0,3038286
11;10;0,8404603;2;2;Even;Left;Left;0,225015
12;10;1,060606;2;9;Odd;Right;Right;0,2568578
13;10;0,8373295;2;4;Even;Left;Left;0,2437419
14;10;1,77719;2;7;Odd;Right;Right;1,196244
15;10;0,8397682;2;3;Odd;Right;Right;0,326139
16;10;0,9171312;2;6;Even;Left;Left;0,2796744
17;10;0,7590385;2;8;Even;Left;Left;0,3013389
19;10;0,794387;2;2;Even;Left;Left;0,3138031
20;10;2,68224;2;3;Odd;Right;Right;2,188791
21;10;0,8823776;2;8;Even;Left;Left;0,2983724
22;10;0,8032644;2;6;Even;Left;Left;0,3004572
23;10;0,8026748;2;7;Odd;Right;Right;0,2571098
24;10;0,7809979;2;4;Even;Left;Left;0,25663
25;10;1,038873;2;1;Odd;Right;Right;0,3244172
26;10;0,8333865;2;9;Odd;Right;Right;0,2633977
28;10;0,833129;2;2;Even;Left;Left;0,2351365
29;10;0,813064;2;4;Even;Left;Left;0,301699
30;10;0,8816083;2;6;Even;Left;Left;0,3241676
31;10;0,8154675;2;7;Odd;Right;Right;0,2909216
32;10;1,575423;2;9;Odd;Right;Right;1,095327
33;10;0,8725457;2;8;Even;Left;Left;0,3030411
34;10;1,083093;2;1;Odd;Right;Right;0,2904667
35;10;0,7844992;2;3;Odd;Right;Right;0,2826608
37;10;0,8811173;2;2;Even;Left;Left;0,2893017
38;10;0,8836561;2;3;Odd;Right;Right;0,3764524
39;10;0,9522012;2;8;Even;Left;Left;0,3030341
40;10;0,8606036;2;7;Odd;Right;Right;0,2637427
41;10;0,7924912;2;4;Even;Left;Left;0,2775004
42;10;0,7821565;2;9;Odd;Right;Right;0,2849787
43;10;0,8813949;2;1;Odd;Right;Right;0,2683716
44;10;0,9289362;2;6;Even;Left;Left;0,3144621
46;10;0,8488176;2;3;Odd;Right;Right;0,2571386
47;10;0,8601391;2;8;Even;Left;Left;0,3117887
48;10;0,8373321;2;9;Odd;Right;Right;0,2518355
49;10;0,8171753;2;7;Odd;Right;Right;0,2808402
50;10;0,8485359;2;1;Odd;Right;Right;0,313131
51;10;0,9381396;2;6;Even;Left;Left;0,234396
52;10;0,8130533;2;4;Even;Left;Left;0,3412529
53;10;0,8007244;2;2;Even;Left;Left;0,3242014
55;10;1,91258;2;6;Even;Left;Left;1,464416
56;10;0,847554;2;1;Odd;Right;Right;0,3019689
57;10;1,015148;2;8;Even;Left;Left;0,2727199
58;10;0,7588805;2;2;Even;Left;Left;0,30122
59;10;0,746152;2;4;Even;Left;Left;0,3010994
60;10;0,9372693;2;7;Odd;Right;Right;0,2800553
61;10;1,005312;2;9;Odd;Right;Right;0,2565877
62;10;1,037711;2;3;Odd;Right;Right;0,2683153
64;10;0,8588858;2;9;Odd;Right;Right;0,2584958
65;10;0,869243;2;3;Odd;Right;Right;0,2767883
66;10;2,013099;2;8;Even;Left;Left;1,419338
67;10;1,076341;2;1;Odd;Right;Right;0,2398968
